ID,D,E,F,H,I,L,Oxygen,Nitrogen,Acid,Basic,Polar,Non_Polar,molecular_weight,aromaticity,flexibility_mean,flexibility_max,flexibility_min,gravy,secondary_structure_fraction_a,molar_extinction_coefficient_reduced_cysteines,molar_extinction_coefficient_disulfid_bridges,type
Q7RTX7,0.038135593,0.078389831,0.055084746,0.023305085,0.093220339,0.118644068,0.485169492,0.360169492,0.116525424,0.103813559,0.487288136,0.512711864,54091.7435,0.097457627,0.991473388,1.078404762,0.926369048,0.058898305,0.372881356,69900.0,70275,Multi-pass membrane protein
Q9NYW3,0.028301887,0.022012579,0.081761006,0.025157233,0.097484277,0.15408805,0.311320755,0.339622642,0.050314465,0.135220126,0.427672956,0.572327044,36549.5199,0.132075472,0.978270034,1.054857143,0.921083333,0.662578616,0.446540881,55920.0,56545,Multi-pass membrane protein
O14931,0.019900498,0.044776119,0.034825871,0.034825871,0.029850746,0.124378109,0.308457711,0.36318408,0.064676617,0.124378109,0.462686567,0.537313433,21592.8654,0.074626866,0.991678323,1.048619048,0.932321429,0.173134328,0.333333333,27960.0,28210,Single-pass membrane protein
P09564,0.045833333,0.025,0.0125,0.016666667,0.0375,0.125,0.420833333,0.316666667,0.070833333,0.0875,0.529166667,0.470833333,25408.7193,0.05,0.995367141,1.042738095,0.935035714,-0.0225,0.275,21430.0,21930,Single-pass membrane protein
Q6UW68,0.010582011,0.047619048,0.063492063,0.031746032,0.026455026,0.174603175,0.338624339,0.35978836,0.058201058,0.111111111,0.428571429,0.571428571,21197.5519,0.121693122,0.984833003,1.060714286,0.929964286,0.246560847,0.37037037,40450.0,40700,Multi-pass membrane protein
O94991,0.045929019,0.055323591,0.029227557,0.033402923,0.039665971,0.137787056,0.480167015,0.37473904,0.10125261,0.126304802,0.56993737,0.43006263,107484.4703,0.076200418,0.999568832,1.06852381,0.933059524,-0.317118998,0.318371608,87100.0,88475,Single-pass membrane protein
Q14330,0.03021148,0.021148036,0.072507553,0.012084592,0.093655589,0.132930514,0.359516616,0.280966767,0.051359517,0.108761329,0.438066465,0.561933535,38133.2956,0.13897281,0.980745822,1.084119048,0.918345238,0.559818731,0.435045317,52830.0,53455,Multi-pass membrane protein
Q96BZ9,0.066997519,0.05707196,0.047146402,0.032258065,0.044665012,0.129032258,0.444168734,0.419354839,0.124069479,0.146401985,0.511166253,0.488833747,45854.3414,0.081885856,0.996465706,1.066404762,0.930369048,-0.19057072,0.325062035,40910.0,41035,Multi-pass membrane protein
Q9HBX9,0.034346103,0.043593131,0.06340819,0.023778071,0.084544254,0.125495376,0.428005284,0.324966975,0.077939234,0.112285337,0.501981506,0.498018494,86973.6856,0.124174373,0.989069646,1.061892857,0.921988095,0.132100396,0.389696169,116660.0,118285,Multi-pass membrane protein
P30556,0.033426184,0.019498607,0.077994429,0.016713092,0.114206128,0.128133705,0.3454039,0.286908078,0.052924791,0.116991643,0.437325905,0.562674095,41060.5886,0.139275766,0.982334524,1.063821429,0.92497619,0.554038997,0.440111421,52830.0,53455,Multi-pass membrane protein
Q9UK17,0.035114504,0.059541985,0.053435115,0.021374046,0.059541985,0.090076336,0.467175573,0.351145038,0.094656489,0.126717557,0.546564885,0.453435115,73450.502,0.097709924,0.996407637,1.069071429,0.93547619,-0.134961832,0.306870229,63260.0,64260,Multi-pass membrane protein
Q7RTT9,0.039622642,0.032075472,0.050943396,0.033962264,0.047169811,0.135849057,0.356603774,0.311320755,0.071698113,0.10754717,0.430188679,0.569811321,58057.9705,0.103773585,0.984788776,1.074119048,0.927809524,0.382264151,0.369811321,65780.0,66405,Multi-pass membrane protein
Q8WXA8,0.046979866,0.03803132,0.058165548,0.013422819,0.055928412,0.14541387,0.422818792,0.272930649,0.085011186,0.085011186,0.478747204,0.521252796,50219.0114,0.111856823,0.990122391,1.066488095,0.932642857,0.219686801,0.37360179,79870.0,80370,Multi-pass membrane protein
B7U540,0.060046189,0.071593533,0.057736721,0.030023095,0.064665127,0.090069284,0.459584296,0.390300231,0.131639723,0.138568129,0.496535797,0.503464203,48879.4756,0.094688222,0.994299528,1.069547619,0.924952381,-0.098845266,0.321016166,43890.0,44515,Multi-pass membrane protein
P05026,0.04950495,0.082508251,0.059405941,0.00330033,0.062706271,0.079207921,0.491749175,0.356435644,0.132013201,0.155115512,0.544554455,0.455445545,35060.8806,0.132013201,1.005457807,1.079619048,0.927238095,-0.577887789,0.326732673,48820.0,49195,Single-pass membrane protein
Q9BX95,0.040816327,0.031746032,0.054421769,0.013605442,0.088435374,0.115646259,0.335600907,0.337868481,0.072562358,0.108843537,0.439909297,0.560090703,49107.18,0.111111111,0.987963679,1.068654762,0.916404762,0.259183673,0.37414966,69330.0,69955,Multi-pass membrane protein
Q68CP4,0.039215686,0.037707391,0.046757164,0.019607843,0.066365008,0.140271493,0.371040724,0.312217195,0.076923077,0.108597285,0.435897436,0.564102564,73292.5257,0.110105581,0.988884866,1.065154762,0.923392857,0.295475113,0.389140271,134760.0,135635,Multi-pass membrane protein
Q9NYZ4,0.044088176,0.046092184,0.024048096,0.022044088,0.028056112,0.104208417,0.470941884,0.360721443,0.090180361,0.120240481,0.571142285,0.428857715,54041.3406,0.066132265,1.002601895,1.072892857,0.925214286,-0.36753507,0.260521042,71390.0,72140,Single-pass membrane protein
O14764,0.050884956,0.042035398,0.042035398,0.019911504,0.059734513,0.099557522,0.42920354,0.371681416,0.092920354,0.121681416,0.457964602,0.542035398,50707.7783,0.10840708,0.99129899,1.079130952,0.915119048,0.043584071,0.345132743,80790.0,81040,Multi-pass membrane protein
O75144,0.049668874,0.052980132,0.033112583,0.01986755,0.033112583,0.112582781,0.496688742,0.341059603,0.102649007,0.092715232,0.533112583,0.466887417,33348.462,0.07615894,0.994279051,1.055821429,0.929630952,-0.015562914,0.334437086,39420.0,39920,Single-pass membrane protein
Q8NG98,0.028846154,0.022435897,0.070512821,0.025641026,0.051282051,0.157051282,0.368589744,0.195512821,0.051282051,0.076923077,0.423076923,0.576923077,34447.5313,0.118589744,0.979929239,1.06152381,0.925833333,0.757371795,0.413461538,30370.0,30995,Multi-pass membrane protein
O95237,0.047826087,0.052173913,0.047826087,0.026086957,0.060869565,0.134782609,0.430434783,0.326086957,0.1,0.126086957,0.473913043,0.526086957,25702.6008,0.091304348,0.991297188,1.058,0.922285714,0.193043478,0.373913043,22920.0,23170,Single-pass membrane protein
Q86XX4,0.061876248,0.06262475,0.040668663,0.038173653,0.046906188,0.079840319,0.509730539,0.335828343,0.124500998,0.120758483,0.583832335,0.416167665,443209.1279,0.078343313,0.99857325,1.084880952,0.924845238,-0.295484032,0.275948104,345290.0,357665,Single-pass membrane protein
Q96HE8,0.023148148,0.027777778,0.032407407,0.013888889,0.013888889,0.162037037,0.305555556,0.37037037,0.050925926,0.125,0.412037037,0.587962963,23076.6652,0.083333333,0.990526167,1.052880952,0.939119048,0.221759259,0.310185185,28420.0,28545,Multi-pass membrane protein
P43632,0.042763158,0.055921053,0.046052632,0.049342105,0.036184211,0.092105263,0.457236842,0.345394737,0.098684211,0.121710526,0.549342105,0.450657895,33582.5791,0.092105263,0.99884891,1.068821429,0.926535714,-0.257894737,0.289473684,40910.0,41285,Single-pass membrane protein
Q8N139,0.038961039,0.062461348,0.063698207,0.021026592,0.079158936,0.133580705,0.450834879,0.31292517,0.101422387,0.121212121,0.494124923,0.505875077,184284.055,0.106369821,0.993590307,1.0815,0.920952381,0.093320965,0.373531231,183010.0,184635,Multi-pass membrane protein
Q86T03,0.018050542,0.028880866,0.028880866,0.028880866,0.046931408,0.086642599,0.267148014,0.346570397,0.046931408,0.133574007,0.512635379,0.487364621,29469.3111,0.072202166,0.992822006,1.05252381,0.928285714,0.022382671,0.270758123,33920.0,35045,Multi-pass membrane protein
Q9H8X9,0.046116505,0.031553398,0.048543689,0.041262136,0.053398058,0.109223301,0.402912621,0.359223301,0.077669903,0.13592233,0.516990291,0.483009709,45974.8282,0.089805825,0.990485318,1.069642857,0.928297619,0.043446602,0.337378641,49390.0,50265,Multi-pass membrane protein
Q5SWX8,0.059471366,0.077092511,0.033039648,0.028634361,0.061674009,0.101321586,0.54185022,0.354625551,0.136563877,0.13876652,0.574889868,0.425110132,51102.5511,0.068281938,1.002456554,1.08402381,0.929714286,-0.320484581,0.297356828,43890.0,44515,Multi-pass membrane protein
Q86VD7,0.018867925,0.050314465,0.050314465,0.022012579,0.047169811,0.106918239,0.374213836,0.396226415,0.06918239,0.147798742,0.449685535,0.550314465,35408.6351,0.113207547,0.992113192,1.062130952,0.9375,0.006289308,0.339622642,41830.0,41830,Multi-pass membrane protein
Q14916,0.023554604,0.019271949,0.068522484,0.012847966,0.096359743,0.117773019,0.329764454,0.222698073,0.042826552,0.077087794,0.415417559,0.584582441,51131.0302,0.122055675,0.982918824,1.052357143,0.920130952,0.672376874,0.408993576,77350.0,78225,Multi-pass membrane protein
Q9HCQ5,0.063018242,0.054726368,0.028192371,0.018242123,0.048092869,0.094527363,0.454394693,0.457711443,0.11774461,0.149253731,0.507462687,0.492537313,68358.3586,0.089552239,0.997121533,1.066035714,0.92747619,-0.333665008,0.320066335,99240.0,99990,Single-pass membrane protein
Q09328,0.047233468,0.059379217,0.049932524,0.032388664,0.05802969,0.101214575,0.448043185,0.372469636,0.106612686,0.148448043,0.537112011,0.462887989,84541.6717,0.102564103,0.998883571,1.074928571,0.929535714,-0.280161943,0.322537112,118260.0,119510,Single-pass membrane protein
Q99624,0.013888889,0.045634921,0.071428571,0.021825397,0.081349206,0.130952381,0.361111111,0.228174603,0.05952381,0.08531746,0.422619048,0.577380952,55772.3438,0.117063492,0.985688336,1.074654762,0.926904762,0.559325397,0.400793651,46300.0,46800,Multi-pass membrane protein
Q92521,0.023465704,0.036101083,0.075812274,0.046931408,0.054151625,0.14801444,0.370036101,0.386281588,0.059566787,0.146209386,0.47833935,0.52166065,65055.6703,0.155234657,0.983153014,1.064547619,0.920869048,0.135740072,0.411552347,125710.0,126585,Multi-pass membrane protein
O71037,0.038626609,0.050071531,0.024320458,0.027181688,0.061516452,0.08583691,0.440629471,0.413447783,0.08869814,0.141630901,0.56509299,0.43490701,79250.7771,0.074391989,0.997578313,1.072452381,0.919297619,-0.274678112,0.3018598,132350.0,133350,Single-pass membrane protein
Q9UMF0,0.03030303,0.075757576,0.022727273,0.012987013,0.016233766,0.095238095,0.415584416,0.362554113,0.106060606,0.106060606,0.516233766,0.483766234,97115.2551,0.054112554,1.000409459,1.065011905,0.932297619,-0.195670996,0.242424242,107370.0,109245,Single-pass membrane protein
Q9BYT9,0.039755352,0.06116208,0.064220183,0.024464832,0.078491335,0.092762487,0.453618756,0.386340469,0.100917431,0.142711519,0.506625892,0.493374108,114655.1949,0.141692151,0.994218205,1.076559524,0.923404762,-0.21304791,0.356778797,213490.0,214615,Multi-pass membrane protein
Q15256,0.03957382,0.059360731,0.0304414,0.0304414,0.071537291,0.100456621,0.456621005,0.386605784,0.098934551,0.140030441,0.546423135,0.453576865,73833.4481,0.066971081,0.998716582,1.075833333,0.923595238,-0.179147641,0.324200913,59820.0,60570,Single-pass membrane protein
Q96E16,0.056074766,0.065420561,0.037383178,0.009345794,0.074766355,0.074766355,0.560747664,0.373831776,0.121495327,0.112149533,0.514018692,0.485981308,12438.9661,0.121495327,0.99880345,1.051857143,0.935261905,-0.402803738,0.336448598,17420.0,17420,Single-pass membrane protein
P11511,0.041749503,0.07554672,0.051689861,0.02584493,0.087475149,0.107355865,0.435387674,0.349900596,0.117296223,0.143141153,0.491053678,0.508946322,57882.3594,0.097415507,0.99471096,1.068190476,0.928345238,-0.003379722,0.355864811,58330.0,58830,Multi-pass membrane protein
Q86T13,0.03877551,0.06122449,0.026530612,0.016326531,0.02244898,0.104081633,0.420408163,0.316326531,0.1,0.106122449,0.542857143,0.457142857,51635.0637,0.055102041,1.00053616,1.065964286,0.93652381,-0.14755102,0.23877551,56950.0,58325,Single-pass membrane protein
P78410,0.035928144,0.083832335,0.026946108,0.01497006,0.053892216,0.119760479,0.479041916,0.293413174,0.119760479,0.107784431,0.488023952,0.511976048,36427.1987,0.074850299,0.99945696,1.075488095,0.933880952,-0.047005988,0.311377246,43890.0,44140,Single-pass membrane protein
Q9HBR0,0.046470063,0.080428954,0.030384272,0.020554066,0.026809651,0.09383378,0.429848079,0.356568365,0.126899017,0.124218052,0.520107239,0.479892761,119760.8447,0.044682752,1.006734052,1.080178571,0.925,-0.363717605,0.247542449,47900.0,48650,Multi-pass membrane protein
Q12913,0.048616305,0.058339566,0.030665669,0.019446522,0.061331339,0.064323111,0.530291698,0.296933433,0.106955871,0.102468212,0.562453254,0.437546746,145939.7047,0.08526552,1.002220686,1.077595238,0.93202381,-0.316828721,0.290201945,184960.0,186210,Single-pass membrane protein
Q6UX71,0.064272212,0.052930057,0.052930057,0.037807183,0.056710775,0.06805293,0.506616257,0.391304348,0.117202268,0.134215501,0.557655955,0.442344045,59582.4644,0.096408318,0.996879167,1.077964286,0.930416667,-0.320226843,0.296786389,62340.0,62965,Single-pass membrane protein
Q6NXT6,0.049382716,0.05643739,0.054673721,0.019400353,0.0670194,0.119929453,0.446208113,0.35978836,0.105820106,0.135802469,0.502645503,0.497354497,64258.8813,0.098765432,0.99475736,1.075619048,0.921940476,-0.029805996,0.352733686,49280.0,50030,Multi-pass membrane protein
Q16655,0.033898305,0.06779661,0.016949153,0.042372881,0.042372881,0.084745763,0.423728814,0.406779661,0.101694915,0.161016949,0.559322034,0.440677966,13156.8857,0.084745763,0.998008737,1.058416667,0.918178571,-0.498305085,0.262711864,15930.0,16180,Single-pass membrane protein
Q9P0U1,0.018181818,0.036363636,0.072727273,0.0,0.054545455,0.145454545,0.272727273,0.363636364,0.054545455,0.145454545,0.418181818,0.581818182,6248.411,0.127272727,0.999002329,1.064619048,0.93647619,0.08,0.381818182,12490.0,12490,Single-pass membrane protein
Q9HCJ2,0.0359375,0.05,0.03125,0.040625,0.0734375,0.115625,0.471875,0.3859375,0.0859375,0.1203125,0.5625,0.4375,71948.8825,0.0640625,0.99387284,1.053392857,0.923821429,-0.11515625,0.3171875,63370.0,64245,Single-pass membrane protein
Q8NEC5,0.042307692,0.057692308,0.06025641,0.11025641,0.047435897,0.085897436,0.465384615,0.533333333,0.1,0.205128205,0.576923077,0.423076923,90089.5058,0.106410256,0.994836962,1.070869048,0.921869048,-0.614871795,0.284615385,85720.0,85845,Multi-pass membrane protein
Q9NZJ7,0.035989717,0.030848329,0.046272494,0.025706941,0.030848329,0.107969152,0.334190231,0.316195373,0.066838046,0.120822622,0.442159383,0.557840617,41543.7987,0.084832905,0.994888596,1.065,0.931785714,0.107712082,0.305912596,38390.0,38765,Multi-pass membrane protein
A0A1B0GTW7,0.034263959,0.044416244,0.024111675,0.038071066,0.021573604,0.143401015,0.408629442,0.346446701,0.078680203,0.121827411,0.540609137,0.459390863,85395.9714,0.065989848,0.996909881,1.060464286,0.934071429,-0.141624365,0.284263959,101300.0,103050,Single-pass membrane protein
P01130,0.087209302,0.055813953,0.030232558,0.022093023,0.041860465,0.076744186,0.53255814,0.356976744,0.143023256,0.11744186,0.605813953,0.394186047,95375.1556,0.073255814,0.999330382,1.074416667,0.924964286,-0.388953488,0.259302326,135330.0,139205,Single-pass membrane protein
Q13797,0.05410628,0.063768116,0.048309179,0.026086957,0.058937198,0.085990338,0.465700483,0.329468599,0.117874396,0.123671498,0.50531401,0.49468599,114487.3416,0.09178744,0.998183375,1.08152381,0.927988095,-0.145024155,0.314975845,107150.0,108525,Single-pass membrane protein
Q8N5D6,0.034582133,0.057636888,0.051873199,0.043227666,0.04610951,0.109510086,0.412103746,0.414985591,0.09221902,0.146974063,0.507204611,0.492795389,40126.7689,0.129682997,0.991904691,1.053988095,0.938404762,-0.207204611,0.354466859,72310.0,72560,Single-pass membrane protein
Q76EJ3,0.023738872,0.026706231,0.074183976,0.005934718,0.091988131,0.154302671,0.347181009,0.183976261,0.050445104,0.074183976,0.385756677,0.614243323,36672.1155,0.121661721,0.985112732,1.070833333,0.929392857,0.712759644,0.430267062,27850.0,28225,Multi-pass membrane protein
Q8TEZ7,0.025423729,0.036723164,0.076271186,0.04519774,0.039548023,0.138418079,0.353107345,0.347457627,0.062146893,0.127118644,0.451977401,0.548022599,40463.7202,0.155367232,0.98017381,1.047416667,0.925488095,0.29519774,0.392655367,73800.0,74675,Multi-pass membrane protein
Q8IZP9,0.033431662,0.040314651,0.052114061,0.016715831,0.05899705,0.110127827,0.454277286,0.295968535,0.073746313,0.092428712,0.541789577,0.458210423,111591.2971,0.080629302,0.994823377,1.075630952,0.918107143,0.111897738,0.331366765,83310.0,85185,Multi-pass membrane protein
Q9HBA0,0.056257176,0.052812859,0.052812859,0.01836969,0.050516648,0.117106774,0.452353617,0.350172216,0.109070034,0.129735936,0.508610792,0.491389208,98280.0045,0.106773823,0.996521586,1.074416667,0.925714286,-0.151549943,0.339839265,114140.0,114890,Multi-pass membrane protein
Q5UCC4,0.038167939,0.06870229,0.030534351,0.019083969,0.019083969,0.110687023,0.41221374,0.351145038,0.106870229,0.110687023,0.461832061,0.538167939,27346.5188,0.053435115,1.001072464,1.068583333,0.930309524,-0.154198473,0.255725191,16960.0,17210,Single-pass membrane protein
P37059,0.046511628,0.033591731,0.049095607,0.012919897,0.043927649,0.131782946,0.379844961,0.273901809,0.080103359,0.11369509,0.449612403,0.550387597,42784.696,0.111111111,0.991450617,1.07122619,0.926821429,0.190697674,0.354005168,67840.0,68590,Single-pass membrane protein
Q15800,0.034129693,0.061433447,0.088737201,0.054607509,0.071672355,0.105802048,0.42662116,0.375426621,0.09556314,0.14334471,0.4778157,0.5221843,35215.253,0.194539249,0.983829309,1.086404762,0.923428571,-0.108191126,0.409556314,90300.0,90675,Multi-pass membrane protein
Q96KF7,0.030927835,0.082474227,0.051546392,0.020618557,0.041237113,0.082474227,0.453608247,0.360824742,0.113402062,0.175257732,0.577319588,0.422680412,11058.6598,0.103092784,1.0058727,1.091511905,0.938452381,-0.554639175,0.278350515,11460.0,11460,Single-pass membrane protein
P63027,0.060344828,0.043103448,0.017241379,0.0,0.086206897,0.086206897,0.422413793,0.327586207,0.103448276,0.112068966,0.49137931,0.50862069,12662.5846,0.051724138,1.001824989,1.05602381,0.927738095,-0.01637931,0.293103448,13980.0,13980,Single-pass membrane protein
Q9BY64,0.049149338,0.043478261,0.077504726,0.030245747,0.062381853,0.098298677,0.393194707,0.34026465,0.092627599,0.139886578,0.480151229,0.519848771,60905.5525,0.13610586,0.991010073,1.06802381,0.920869048,0.038752363,0.368620038,110350.0,110975,Single-pass membrane protein
